device_id,attribution_time,channel,campaign_id,attribution_cost
20240424_h034dtxezb,2024-04-24 16:17:34,ironSource,ID_4443d,1
20240211_grriicagrk,2024-02-11 18:54:33,tiktok_ads,Campaign_LSR14,1
20240422_01hlhx6bu2,2024-04-22 07:41:40,tiktok_ads,Campaign_eeR_v2,3
20240425_8nc3jgeiqg,2024-04-25 20:52:24,youtube,Shorts_v3,4
20240418_e0to4sdai1,2024-04-18 15:55:17,tiktok_ads,Campaign_KAW23,2
20240129_fqe4jwvbmm,2024-01-29 15:36:35,adMob,target_apps1212,4
20240408_mzfdcmqhpu,2024-04-08 09:03:16,tiktok_ads,Campaign_eeR_v2,4
20240401_mthx29s3zh,2024-04-01 20:01:18,adMob,target_apps1212,4
20240427_4o9mw3j2z2,2024-04-27 02:06:01,tiktok_ads,Campaign_LSR14,3
20240319_4u7fhvkynm,2024-03-19 14:56:22,youtube,Promocode_target11,3
20240119_l5c3p3rlau,2024-01-19 21:14:29,ironSource,ID_fdgj123,1
20240423_71btkpiyv8,2024-04-23 15:47:55,youtube,referral_target,9
20240301_6o9zk6kinj,2024-03-01 05:25:05,tiktok_ads,Campaign_KAW23,1
20240416_drglh3il18,2024-04-16 03:10:39,tiktok_ads,Campaign_KAW23,2
20240413_w8tqahtvul,2024-04-13 13:06:32,appLovin,Campaign_1221,8
20240225_cefrog5eoi,2024-02-25 22:55:25,adMob,Small_games24,1
20240306_9elyhupvca,2024-03-06 01:20:55,adMob,Small_games24,2
20240223_5smvyrtdw2,2024-02-23 12:44:09,tiktok_ads,Campaign_pre34,4
20240329_o8wuucmdbh,2024-03-29 12:04:08,appLovin,Campaign_1221,6
20240129_dwrkulm9jx,2024-01-29 18:45:09,tiktok_ads,Campaign_eeR_v2,5
20240315_mvxe7aavdz,2024-03-15 17:54:54,adMob,target_apps1212,6
20240225_favwkt3b8p,2024-02-25 08:58:33,adMob,target_apps1212,5
20240412_yp7ugfe8xr,2024-04-12 18:15:19,tiktok_ads,Campaign_pre34,3
20240301_x7u7t4ijqj,2024-03-01 20:06:44,adMob,target_apps1212,6
20240120_m2yy2tbgxp,2024-01-20 12:50:34,youtube,referral_target,8
20240312_zgra8dcxoy,2024-03-12 20:46:38,tiktok_ads,Campaign_pre34,4
20240115_b4sg4vjek0,2024-01-15 05:01:51,tiktok_ads,Campaign_eeR_v2,4
20240317_0p8aprv3yc,2024-03-17 04:52:49,tiktok_ads,Campaign_pre34,3
20240321_qbb7tbcoyy,2024-03-21 15:31:20,youtube,Promocode_top,6
20240315_1msd8xrw5l,2024-03-15 17:51:03,tiktok_ads,Campaign_KAW23,2
20240415_zihopkrdxg,2024-04-15 19:27:07,tiktok_ads,Campaign_pre34,4
20240312_srxz4ia7k8,2024-03-12 19:51:26,youtube,Promocode_top,4
20240328_wuofcr4ftm,2024-03-28 20:18:34,tiktok_ads,Campaign_pre34,4
20240305_u9zm3x5s6n,2024-03-05 14:41:47,adMob,pop_Games,5
20240429_5i5zfboquz,2024-04-29 14:51:01,tiktok_ads,Campaign_KAW23,2
20240315_fq68fe887g,2024-03-15 07:31:10,tiktok_ads,Campaign_KAW23,1
20240211_jxry52libt,2024-02-11 11:41:14,tiktok_ads,Campaign_pre34,3
20240312_y7egw3hwyj,2024-03-12 03:17:38,youtube,referral_target,10
20240325_c92jr3krvr,2024-03-25 10:42:57,youtube,referral_target,8
20240224_jk768mavs9,2024-02-24 07:38:24,youtube,Promocode_top,4
20240403_fa70ugl5bh,2024-04-03 20:47:01,adMob,Small_games24,2
20240203_oyueavar7e,2024-02-03 02:24:55,tiktok_ads,Campaign_KAW23,1
20240312_gy5i7pwqkw,2024-03-12 21:16:40,tiktok_ads,Campaign_pre34,4
20240127_yb51r2cu3d,2024-01-27 22:47:56,tiktok_ads,Campaign_LSR14,1
20240413_5r8p68wxvs,2024-04-13 10:31:17,youtube,Shorts_v3,7
20240207_6my996vhuf,2024-02-07 03:43:49,tiktok_ads,Campaign_pre34,4
20240218_2xdfa7kz86,2024-02-18 22:37:39,tiktok_ads,Campaign_LSR14,2
20240121_3r10uf3bis,2024-01-21 22:15:49,tiktok_ads,Campaign_KAW23,1
20240304_7i4fh17ht6,2024-03-04 13:39:24,tiktok_ads,Campaign_LSR14,1
20240427_l7gj18ljmw,2024-04-27 02:33:07,tiktok_ads,Campaign_pre34,2
20240201_pd65sba42m,2024-02-01 15:29:29,tiktok_ads,Campaign_pre34,3
20240217_5xryxyr4rr,2024-02-17 14:36:45,appLovin,Campaign_1221,8
20240216_669lz18who,2024-02-16 02:39:58,youtube,Promocode_target11,3
20240207_6tv8f3gnl0,2024-02-07 17:17:59,tiktok_ads,Campaign_KAW23,1
20240120_z3m7trzexg,2024-01-20 03:38:05,tiktok_ads,Campaign_eeR_v2,5
20240403_txqkop8ddu,2024-04-03 22:50:40,tiktok_ads,Campaign_KAW23,2
20240108_hkkfki435l,2024-01-08 23:01:57,adMob,target_apps1212,4
20240305_d6tvedhjex,2024-03-05 22:47:45,youtube,Promocode_target11,4
20240206_ts0bnvb4z7,2024-02-06 11:00:56,tiktok_ads,Campaign_KAW23,1
20240116_tghlff703t,2024-01-16 12:26:38,adMob,pop_Games,3
20240213_mc2xbnm8ne,2024-02-13 00:16:26,youtube,Shorts_v3,5
20240223_r83kpzt16y,2024-02-23 02:23:47,appLovin,Campaign_1221,5
20240413_76uwqdqz82,2024-04-13 03:11:46,appLovin,Campaign_1221,6
20240225_5q6yp37d5g,2024-02-25 06:17:44,youtube,Promocode_top,8
20240330_6w2mc1alj1,2024-03-30 15:14:09,tiktok_ads,Campaign_KAW23,2
20240101_zk0i869djs,2024-01-01 01:30:14,youtube,referral_target,7
20240303_jg4hpjdfgm,2024-03-03 04:10:07,tiktok_ads,Campaign_KAW23,1
20240104_mfu4jkpvhj,2024-01-04 21:52:53,youtube,Shorts_v3,5
20240322_89fzzgk5oz,2024-03-22 13:18:24,tiktok_ads,Campaign_LSR14,2
20240310_6fkhvpkkh7,2024-03-10 07:54:33,youtube,Promocode_target11,4
20240215_pl1gljmbvd,2024-02-15 01:29:04,youtube,referral_target,10
20240201_dwxmiyi8sl,2024-02-01 00:34:17,youtube,referral_target,7
20240203_ietwng61d6,2024-02-03 14:56:38,tiktok_ads,Campaign_KAW23,2
20240416_06fkode9vy,2024-04-16 04:25:06,tiktok_ads,Campaign_pre34,3
20240114_x7hvcvqkqf,2024-01-14 04:04:58,tiktok_ads,Campaign_KAW23,1
20240212_e0nadvgwpg,2024-02-12 07:36:03,tiktok_ads,Campaign_eeR_v2,4
20240319_16rpc38jz4,2024-03-19 15:03:19,tiktok_ads,Campaign_KAW23,1
20240316_7wbih63qdp,2024-03-16 12:25:08,youtube,Shorts_v3,4
20240229_d0ob0lbdzd,2024-02-29 04:25:47,appLovin,Campaign_1221,6
20240331_u0egsse80h,2024-03-31 17:46:07,youtube,Shorts_v3,4
20240330_rcm5ad2d5m,2024-03-30 17:45:18,adMob,pop_Games,3
20240211_8maa4sjpzw,2024-02-11 00:46:51,youtube,Promocode_top,8
20240126_6zu1k00d9r,2024-01-26 21:20:28,youtube,Promocode_target11,3
20240302_zwxab0qvr8,2024-03-02 20:04:29,youtube,Promocode_top,7
20240103_k7icy0yytf,2024-01-03 03:13:06,tiktok_ads,Campaign_eeR_v2,5
20240312_mx71dw5p00,2024-03-12 05:10:51,tiktok_ads,Campaign_pre34,2
20240312_hcrrm7wr05,2024-03-12 14:15:37,tiktok_ads,Campaign_LSR14,3
20240215_yw1x9tvulk,2024-02-15 10:51:30,tiktok_ads,Campaign_eeR_v2,5
20240309_higqn0uf6v,2024-03-09 00:54:18,adMob,pop_Games,5
20240101_bqcmx1zufe,2024-01-01 17:37:28,youtube,Shorts_v3,4
20240321_7sx8oe2al8,2024-03-21 22:38:17,youtube,referral_target,10
20240330_j8hpumsy83,2024-03-30 19:21:54,youtube,Shorts_v3,5
20240124_9nyrjwkr2z,2024-01-24 18:02:52,ironSource,ID_4443d,1
20240304_sp3ishz5t5,2024-03-04 19:43:29,tiktok_ads,Campaign_eeR_v2,5
20240217_vn58hzca1l,2024-02-17 03:02:27,adMob,Small_games24,2
20240401_qqeuaznr8z,2024-04-02 00:01:23,adMob,Small_games24,1
20240113_ccne68d4ww,2024-01-13 15:50:32,tiktok_ads,Campaign_pre34,4
20240410_q9f77w2v0h,2024-04-10 04:01:05,adMob,Small_games24,2
20240424_vw6lxt0cms,2024-04-24 20:41:40,tiktok_ads,Campaign_LSR14,2
20240425_pkllqfp4oi,2024-04-25 07:57:21,appLovin,Campaign332,7
20240307_en2yznpsir,2024-03-07 07:13:28,youtube,Shorts_v3,6
20240124_n4cgb80mxx,2024-01-24 12:45:41,youtube,Promocode_top,4
20240419_wtgi1xnxek,2024-04-19 10:39:06,adMob,pop_Games,3
20240321_ciiqgloo44,2024-03-21 11:02:25,appLovin,Campaign_1221,6
20240405_ckdzvi8sm5,2024-04-05 15:01:49,youtube,Shorts_v3,4
20240226_ifdqgb26f6,2024-02-26 20:39:13,tiktok_ads,Campaign_KAW23,1
20240125_ik10q4kpyz,2024-01-25 16:18:44,youtube,referral_target,6
20240128_954ewruv0m,2024-01-28 15:52:26,tiktok_ads,Campaign_eeR_v2,5
20240123_4312628cs7,2024-01-23 08:00:30,tiktok_ads,Campaign_KAW23,1
20240301_r72mphc0wx,2024-03-01 02:01:37,tiktok_ads,Campaign_KAW23,2
20240210_l81ddtfcsx,2024-02-10 03:03:28,youtube,Shorts_v3,5
20240216_3z3pbkebsc,2024-02-16 20:58:51,tiktok_ads,Campaign_LSR14,2
20240318_s3wayiwjen,2024-03-18 05:22:53,youtube,Promocode_top,7
20240414_tordjkzjwo,2024-04-14 01:07:12,youtube,Promocode_target11,4
20240320_i83pf9imfv,2024-03-20 08:03:19,youtube,referral_target,9
20240326_90ptf72kui,2024-03-26 09:40:52,appLovin,Campaign_1221,6
20240204_rnwolzhefv,2024-02-04 22:09:54,ironSource,ID_4443d,3
20240316_ol1um9w6pk,2024-03-16 00:51:16,tiktok_ads,Campaign_eeR_v2,5
20240407_hnht9vopyb,2024-04-07 11:09:58,appLovin,Campaign_1221,5
20240407_wcs53vxvtm,2024-04-07 21:26:07,tiktok_ads,Campaign_KAW23,1
20240329_r9y31w2wdq,2024-03-29 05:48:49,tiktok_ads,Campaign_LSR14,3
20240303_oc0jpwgpn9,2024-03-03 16:50:34,tiktok_ads,Campaign_KAW23,1
20240218_qgkwjw08p7,2024-02-18 18:51:45,tiktok_ads,Campaign_LSR14,3
20240328_twat09d9s2,2024-03-28 08:30:36,youtube,referral_target,9
20240306_7i6ys7ifzm,2024-03-06 05:03:01,tiktok_ads,Campaign_eeR_v2,5
20240312_4mte37kmwm,2024-03-12 01:20:03,appLovin,Campaign_1221,6
20240216_3a74ssex8j,2024-02-16 03:38:20,adMob,Small_games24,2
20240102_4wh119n5ny,2024-01-02 13:05:22,appLovin,Campaign_1221,8
20240214_noam4l1g6l,2024-02-14 14:31:13,tiktok_ads,Campaign_LSR14,1
20240404_xntuheome7,2024-04-04 10:11:30,tiktok_ads,Campaign_eeR_v2,3
20240407_gl8zh4urk8,2024-04-07 02:54:59,adMob,target_apps1212,3
20240428_mi1amjvmej,2024-04-28 09:39:58,tiktok_ads,Campaign_eeR_v2,3
20240409_kyg14x2yau,2024-04-09 09:33:27,tiktok_ads,Campaign_LSR14,3
20240229_ij5qq7uid6,2024-02-29 08:24:03,ironSource,ID_4443d,1
20240320_uu3upw4s52,2024-03-20 19:50:37,tiktok_ads,Campaign_eeR_v2,4
20240331_gknmogw199,2024-03-31 05:55:13,ironSource,ID_4443d,2
20240317_96pj7zw3b3,2024-03-17 08:47:04,tiktok_ads,Campaign_eeR_v2,4
20240220_2brwxz3ndv,2024-02-20 02:12:45,tiktok_ads,Campaign_eeR_v2,3
20240204_lnwspjtiim,2024-02-04 05:29:13,youtube,Shorts_v3,4
20240302_lktca91qyz,2024-03-02 13:23:18,tiktok_ads,Campaign_LSR14,2
20240207_celnogpuwv,2024-02-07 18:35:26,tiktok_ads,Campaign_eeR_v2,4
20240311_7v4rxkwpmm,2024-03-11 23:56:38,tiktok_ads,Campaign_pre34,3
20240229_9v4nfqkrdk,2024-02-29 13:49:26,adMob,pop_Games,4
20240115_nxloemy4sh,2024-01-15 13:46:44,adMob,pop_Games,4
20240204_ry8oj30jk9,2024-02-04 08:29:16,youtube,Promocode_top,4
20240323_biow314qjn,2024-03-23 21:37:12,adMob,pop_Games,4
20240302_quy4p2zuvz,2024-03-02 09:54:31,tiktok_ads,Campaign_eeR_v2,5
20240405_rfjoibylwn,2024-04-05 19:05:48,youtube,Promocode_target11,3
20240321_oy9h57c1l8,2024-03-21 20:34:20,tiktok_ads,Campaign_KAW23,2
20240209_6l5ntye7vg,2024-02-09 01:47:28,tiktok_ads,Campaign_eeR_v2,4
20240219_v8mhz4mvxo,2024-02-19 14:54:23,ironSource,ID_fdgj123,2
20240406_yd37g6zfsl,2024-04-06 18:09:33,ironSource,ID_4443d,1
20240210_tqbrdj8kk8,2024-02-10 02:55:04,tiktok_ads,Campaign_LSR14,3
20240229_8ufeutgh0z,2024-02-29 01:54:46,adMob,pop_Games,3
20240408_pp81z8euqk,2024-04-08 07:24:30,appLovin,Campaign332,6
20240103_keb5p8ft7m,2024-01-03 15:49:02,adMob,target_apps1212,6
20240122_n907gwbk59,2024-01-22 21:12:55,youtube,Shorts_v3,5
20240427_g5t8wixysj,2024-04-27 08:15:44,youtube,Promocode_target11,4
20240426_h2x5hfcw86,2024-04-26 04:55:13,ironSource,ID_4443d,1
20240415_zglr276tmd,2024-04-15 18:42:54,tiktok_ads,Campaign_pre34,4
20240326_76v7kc03oa,2024-03-26 07:57:55,tiktok_ads,Campaign_KAW23,1
20240127_mckt4s20vp,2024-01-27 08:33:41,adMob,pop_Games,4
20240224_rmveyunahu,2024-02-24 15:07:54,appLovin,Campaign332,7
20240211_0zhxpn9m7n,2024-02-11 10:27:37,tiktok_ads,Campaign_LSR14,1
20240219_51eyu9xzxm,2024-02-19 00:51:55,youtube,Promocode_target11,5
20240312_765yeizycy,2024-03-12 15:10:10,youtube,Promocode_top,7
20240107_cwly4j6joc,2024-01-07 02:04:09,tiktok_ads,Campaign_LSR14,1
20240328_g1f0bikbv5,2024-03-28 00:28:00,youtube,Promocode_target11,6
20240317_0mg9u33sbm,2024-03-17 02:54:13,youtube,Promocode_top,8
20240410_dij8otkaus,2024-04-10 02:12:35,tiktok_ads,Campaign_LSR14,3
20240122_pgtad2zwz8,2024-01-22 03:30:11,appLovin,Campaign_1221,6
20240415_ugwvjpqca2,2024-04-15 20:04:32,youtube,Promocode_top,6
20240330_pqbol83r3p,2024-03-30 19:51:32,appLovin,Campaign332,6
20240426_6bowun3eyy,2024-04-26 06:49:52,tiktok_ads,Campaign_KAW23,2
20240305_29i1amch6s,2024-03-05 12:24:09,tiktok_ads,Campaign_KAW23,2
20240420_mesty402fp,2024-04-20 18:20:54,adMob,target_apps1212,6
20240412_tj5k6xj3px,2024-04-12 09:16:21,youtube,Shorts_v3,7
20240331_cwnldwl31i,2024-03-31 20:11:32,youtube,Promocode_top,4
20240219_szgok1efti,2024-02-19 22:42:31,appLovin,Campaign_1221,6
20240217_bgjsxexgqe,2024-02-17 19:26:30,tiktok_ads,Campaign_LSR14,3
20240228_bnmohyttsb,2024-02-28 07:51:17,ironSource,ID_fdgj123,1
20240320_d1ymsfp5c1,2024-03-20 16:23:56,ironSource,ID_ekvpa23,3
20240417_3ya2delui9,2024-04-17 21:09:55,youtube,Promocode_top,4
20240304_1zi5l66lwm,2024-03-04 09:46:39,youtube,Promocode_top,7
20240410_p5sr6jdjz5,2024-04-10 04:11:02,youtube,referral_target,6
20240321_hzo9as8owz,2024-03-21 10:49:25,tiktok_ads,Campaign_pre34,2
20240111_4o5s53nso5,2024-01-11 04:44:57,tiktok_ads,Campaign_pre34,3
20240324_1la6nje5kc,2024-03-24 15:50:36,tiktok_ads,Campaign_eeR_v2,5
20240407_3d4erybcfk,2024-04-07 20:33:58,youtube,Promocode_target11,5
20240217_42olxx3o72,2024-02-17 10:56:37,adMob,pop_Games,5
20240220_fib5mibelc,2024-02-20 02:21:28,tiktok_ads,Campaign_eeR_v2,3
20240123_x8pv76ydaw,2024-01-23 06:14:38,adMob,Small_games24,2
20240407_jrx0eya2co,2024-04-07 08:12:39,tiktok_ads,Campaign_eeR_v2,3
20240127_lq1j0jkn0f,2024-01-27 22:34:49,appLovin,Campaign332,7
20240126_kwqguh3cai,2024-01-26 06:14:48,youtube,Promocode_target11,3
20240320_udatjyqdw9,2024-03-20 03:41:50,tiktok_ads,Campaign_KAW23,2
20240128_j2rw9ky9nt,2024-01-28 11:48:15,youtube,Shorts_v3,6
20240308_plhy9059z2,2024-03-08 08:41:13,appLovin,Campaign_1221,8
20240120_hrfpcxso06,2024-01-20 14:38:49,appLovin,Campaign332,7
20240103_ihrusqmxsp,2024-01-03 10:10:59,youtube,Shorts_v3,4
20240403_gbvzdgrphl,2024-04-03 14:10:46,youtube,Promocode_top,8
20240128_vfrohlzfq4,2024-01-28 04:19:37,youtube,referral_target,6
20240321_0ti1hg7n2c,2024-03-21 03:10:45,tiktok_ads,Campaign_eeR_v2,5
20240311_dqet8dqk6g,2024-03-11 22:02:17,appLovin,Campaign_1221,7
20240304_3c2k4616he,2024-03-04 03:09:26,tiktok_ads,Campaign_eeR_v2,3
20240426_s9r33b6owb,2024-04-26 18:37:26,ironSource,ID_ekvpa23,2
20240218_oopbn77hcz,2024-02-18 21:05:19,tiktok_ads,Campaign_LSR14,3
20240114_s1yjvnv5re,2024-01-14 17:22:55,youtube,Shorts_v3,6
20240303_gafgwdrddv,2024-03-03 06:24:11,youtube,Promocode_target11,6
20240401_opivyrjhms,2024-04-01 11:02:50,tiktok_ads,Campaign_eeR_v2,4
20240223_51l4e4bxva,2024-02-23 11:44:44,tiktok_ads,Campaign_pre34,4
20240430_hgvjrlpc5l,2024-04-30 02:39:23,appLovin,Campaign332,6
20240208_x3bs0p275m,2024-02-08 04:08:12,tiktok_ads,Campaign_eeR_v2,4
20240301_xigus5yodi,2024-03-01 13:22:57,appLovin,Campaign332,7
20240308_3heki9z8nz,2024-03-08 22:57:42,tiktok_ads,Campaign_LSR14,1
20240411_ij57j5ytmq,2024-04-11 19:42:49,appLovin,Campaign332,7
20240414_445h493e4d,2024-04-14 11:14:04,youtube,Promocode_target11,6
20240217_tmkexmrypz,2024-02-17 13:06:50,tiktok_ads,Campaign_pre34,2
20240118_gc32co2897,2024-01-18 13:23:33,adMob,pop_Games,5
20240115_t0x3k3bfr0,2024-01-15 02:57:53,youtube,referral_target,8
20240116_ehkofn57v2,2024-01-16 02:06:08,adMob,target_apps1212,6
20240427_iqp573bbn8,2024-04-27 16:55:03,tiktok_ads,Campaign_KAW23,2
20240405_6twgmkkz6h,2024-04-05 01:09:44,tiktok_ads,Campaign_eeR_v2,4
20240311_vuk1461hvw,2024-03-11 19:42:32,appLovin,Campaign_1221,7
20240412_i9ac7vsyy6,2024-04-12 17:37:08,tiktok_ads,Campaign_eeR_v2,3
20240124_74miqwuc4q,2024-01-24 11:05:03,youtube,Promocode_target11,3
20240322_qwsozp9czi,2024-03-22 10:51:35,tiktok_ads,Campaign_pre34,3
20240428_schfq9awzf,2024-04-28 02:21:43,adMob,target_apps1212,3
20240214_jkn9mly29p,2024-02-14 05:31:36,tiktok_ads,Campaign_KAW23,1
20240415_2jqw54qckp,2024-04-15 23:35:14,tiktok_ads,Campaign_eeR_v2,5
20240213_q8ujsa8xbp,2024-02-13 20:55:34,tiktok_ads,Campaign_eeR_v2,4
20240403_9hhpvaa3hw,2024-04-03 15:32:40,youtube,Shorts_v3,5
20240320_lz36l9110p,2024-03-20 03:25:15,tiktok_ads,Campaign_pre34,4
20240412_tzincp5jl4,2024-04-12 09:14:57,tiktok_ads,Campaign_pre34,2
20240327_d91c4uig4a,2024-03-27 02:23:39,youtube,Promocode_target11,4
20240215_dlv3bkqrov,2024-02-15 14:18:33,adMob,target_apps1212,3
20240215_w49csk6pv9,2024-02-15 07:42:04,adMob,Small_games24,1
20240202_00u9pg5dz3,2024-02-02 03:06:47,youtube,Promocode_target11,4
20240110_zy6jemzemk,2024-01-10 09:27:24,adMob,pop_Games,3
20240202_5rok0fdhge,2024-02-02 18:01:33,tiktok_ads,Campaign_eeR_v2,5
20240205_hq73aykdsa,2024-02-05 00:41:59,tiktok_ads,Campaign_pre34,4
20240201_b9al1x0lei,2024-02-01 23:58:31,youtube,referral_target,6
20240217_d8goj9ulr6,2024-02-17 05:10:05,tiktok_ads,Campaign_eeR_v2,5
20240313_7kdum250ae,2024-03-13 09:36:14,tiktok_ads,Campaign_LSR14,3
20240410_n8xqp3af3t,2024-04-10 21:01:34,youtube,referral_target,9
20240120_ewg0cc521u,2024-01-20 13:25:57,youtube,referral_target,10
20240112_gpbzzxg1eu,2024-01-12 07:36:41,youtube,Promocode_target11,6
20240112_u3h6rbr1o8,2024-01-12 22:45:45,youtube,Promocode_target11,6
20240115_ghi7lt4r3r,2024-01-15 01:02:25,tiktok_ads,Campaign_LSR14,1
20240116_9zaiexa2cu,2024-01-16 17:33:28,youtube,Shorts_v3,5
20240114_8qt4bzppye,2024-01-14 08:09:24,youtube,Shorts_v3,6
20240405_c4aayoxngv,2024-04-05 23:11:22,tiktok_ads,Campaign_LSR14,2
20240324_qdsztzx35n,2024-03-24 08:13:21,tiktok_ads,Campaign_pre34,4
20240213_bunqal974c,2024-02-13 06:29:04,appLovin,Campaign332,6
20240127_p7s9il1671,2024-01-27 20:27:11,youtube,Promocode_top,5
20240412_d0z5crhuxk,2024-04-12 12:46:00,youtube,referral_target,10
20240309_r0xhq0f7st,2024-03-09 08:51:10,tiktok_ads,Campaign_KAW23,1
20240314_srklzr2xzz,2024-03-14 21:51:39,adMob,Small_games24,1
20240208_2mju0800s8,2024-02-08 08:58:34,youtube,Promocode_target11,5
20240308_0djrqftcal,2024-03-08 04:28:04,adMob,target_apps1212,4
20240305_askf006ime,2024-03-05 16:17:00,tiktok_ads,Campaign_LSR14,2
20240226_ke50c9jqus,2024-02-26 06:04:21,adMob,Small_games24,1
20240311_7lknnpp1vi,2024-03-11 13:49:29,tiktok_ads,Campaign_LSR14,3
20240329_pp0zrdyyd5,2024-03-29 20:57:25,adMob,target_apps1212,4
20240109_ow8d4k6hmy,2024-01-09 13:53:16,tiktok_ads,Campaign_eeR_v2,4
20240203_nubpd7ts9v,2024-02-03 18:25:40,tiktok_ads,Campaign_pre34,2
20240404_bcjcybi6ju,2024-04-04 04:15:20,youtube,Promocode_top,6
20240203_yp2b8ee6m4,2024-02-03 16:21:24,tiktok_ads,Campaign_eeR_v2,3
20240411_jud2sf0o6o,2024-04-11 21:44:10,adMob,target_apps1212,3
20240307_umcqd14m3l,2024-03-07 07:44:21,adMob,pop_Games,3
20240205_mg5vfh3eb0,2024-02-05 15:45:08,youtube,Promocode_target11,6
20240123_6aag73of1h,2024-01-23 09:55:24,youtube,Shorts_v3,5
20240310_43f9zuvj8i,2024-03-10 02:22:12,ironSource,ID_fdgj123,1
20240312_ink0n9kg4g,2024-03-12 19:25:32,youtube,referral_target,6
20240223_n14it8zchg,2024-02-23 07:21:22,youtube,referral_target,7
20240416_cs9fn00p20,2024-04-16 15:06:08,ironSource,ID_ekvpa23,2
20240326_7y3fw4c030,2024-03-26 16:17:11,youtube,Promocode_target11,6
20240112_0t60j4roq3,2024-01-12 05:08:46,adMob,pop_Games,4
20240214_gcxvec44j5,2024-02-14 07:56:17,youtube,Promocode_top,4
20240109_g9yhhom6ez,2024-01-09 11:34:36,adMob,Small_games24,1
20240319_gahoev2blz,2024-03-19 07:56:35,tiktok_ads,Campaign_pre34,3
20240311_n4vd2lx9sz,2024-03-11 23:21:53,adMob,pop_Games,3
20240225_06sagdxzk3,2024-02-25 20:12:36,youtube,Promocode_top,8
20240417_8m0lpdpzyl,2024-04-17 20:34:04,tiktok_ads,Campaign_eeR_v2,4
20240129_8ti5hqw2k9,2024-01-29 14:24:03,tiktok_ads,Campaign_pre34,4
20240121_5q0x3vsl3j,2024-01-21 12:58:08,tiktok_ads,Campaign_pre34,4
20240115_0juvy1df7u,2024-01-15 21:27:32,tiktok_ads,Campaign_LSR14,3
20240224_7wtf55chb1,2024-02-24 04:13:41,youtube,Promocode_top,6
20240123_yrbbkvfng8,2024-01-23 19:57:57,appLovin,Campaign_1221,6
20240414_dhg3lm0vhs,2024-04-14 15:18:42,appLovin,Campaign332,7
20240221_9qqptgs954,2024-02-21 12:19:10,appLovin,Campaign332,7
20240122_s9uq8obrve,2024-01-22 07:07:25,appLovin,Campaign_1221,8
20240313_sg3dbvm8u3,2024-03-13 10:25:12,adMob,pop_Games,4
20240412_cs9b42id8a,2024-04-12 04:35:06,appLovin,Campaign_1221,5
20240413_fta45e0ydj,2024-04-13 17:43:17,ironSource,ID_ekvpa23,3
20240416_9ppyvbrwfi,2024-04-16 04:06:00,tiktok_ads,Campaign_pre34,2
20240201_jnpsvp3qpz,2024-02-01 23:25:30,adMob,Small_games24,1
20240124_i2n5hnqckk,2024-01-24 09:32:47,tiktok_ads,Campaign_KAW23,1
20240421_78sfyf6wsv,2024-04-21 19:34:30,youtube,Promocode_target11,3
20240205_84hrcwb9bq,2024-02-05 01:47:48,youtube,Promocode_top,7
20240208_tvjugwr0d7,2024-02-08 21:58:59,adMob,pop_Games,5
20240224_boyqbgmt2x,2024-02-24 23:27:55,adMob,target_apps1212,3
20240301_g5ae2zgtmb,2024-03-01 15:21:07,youtube,Promocode_top,8
20240129_53qj66pmnu,2024-01-29 10:20:08,tiktok_ads,Campaign_eeR_v2,4
20240402_zf7dcgcm0y,2024-04-02 17:15:37,tiktok_ads,Campaign_eeR_v2,3
20240205_cvk2wxn06x,2024-02-05 16:03:19,youtube,referral_target,8
20240202_sr7bbx72et,2024-02-02 00:37:07,youtube,Shorts_v3,4
20240118_guni44hliq,2024-01-18 22:44:34,tiktok_ads,Campaign_LSR14,1
20240226_xow788pqjk,2024-02-26 06:54:23,youtube,referral_target,9
20240117_0vtmp3emef,2024-01-17 03:22:45,tiktok_ads,Campaign_LSR14,2
20240430_iwca05faqn,2024-04-30 17:54:57,adMob,pop_Games,5
20240213_c0zud5ag7i,2024-02-13 13:05:12,tiktok_ads,Campaign_KAW23,1
20240412_43xum70p1j,2024-04-12 01:42:55,tiktok_ads,Campaign_eeR_v2,5
20240202_ts8d7l3kr9,2024-02-02 14:45:31,ironSource,ID_4443d,2
20240303_s3eto0pgbn,2024-03-03 16:14:01,youtube,Promocode_top,4
20240117_tzu1ny71ap,2024-01-17 08:09:00,appLovin,Campaign_1221,5
20240106_ha3n2c5jzw,2024-01-06 02:16:21,adMob,pop_Games,3
20240416_v531amsjj2,2024-04-16 18:47:42,youtube,referral_target,7
20240412_s38kcf4kqo,2024-04-12 02:15:42,tiktok_ads,Campaign_LSR14,3
20240319_6wyoq0n73q,2024-03-19 09:42:57,tiktok_ads,Campaign_pre34,3
20240119_p9tqljuwgt,2024-01-19 19:59:21,tiktok_ads,Campaign_KAW23,2
20240209_8jlbguils7,2024-02-09 06:32:32,adMob,target_apps1212,5
20240120_wpqskmd508,2024-01-20 09:15:43,tiktok_ads,Campaign_eeR_v2,5
20240319_zdmiw8uhvs,2024-03-19 00:51:03,tiktok_ads,Campaign_pre34,3
20240407_s7wmbfu0c4,2024-04-07 13:11:40,youtube,referral_target,10
20240215_avx8t5sx2y,2024-02-15 22:47:12,tiktok_ads,Campaign_LSR14,1
20240211_8yiskidofl,2024-02-11 00:43:51,tiktok_ads,Campaign_eeR_v2,4
